layer_id	layer_name	comp_time	comm_size
0	attention	558219	0
0	moe	492280	254279680
1	attention	558219	0
1	moe	492280	254279680
2	attention	558219	0
2	moe	492280	254279680
3	attention	278410	0
3	moe	492280	254279680
4	attention	558219	0
4	moe	492280	254279680
5	attention	558219	0
5	moe	492280	254279680
6	attention	558219	0
6	moe	492280	254279680
7	attention	278410	0
7	moe	492280	254279680
8	attention	558219	0
8	moe	492280	254279680
9	attention	558219	0
9	moe	492280	254279680
10	attention	558219	0
10	moe	492280	254279680
11	attention	278410	0
11	moe	492280	254279680
12	attention	558219	0
12	moe	492280	254279680
13	attention	558219	0
13	moe	492280	254279680
14	attention	558219	0
14	moe	492280	254279680
15	attention	278410	0
15	moe	492280	254279680
16	attention	558219	0
16	moe	492280	254279680
17	attention	558219	0
17	moe	492280	254279680
18	attention	558219	0
18	moe	492280	254279680
19	attention	278410	0
19	moe	492280	254279680
20	attention	558219	0
20	moe	492280	254279680
21	attention	558219	0
21	moe	492280	254279680
22	attention	558219	0
22	moe	492280	254279680
23	attention	278410	0
23	moe	492280	254279680
24	attention	558219	0
24	moe	492280	254279680
25	attention	558219	0
25	moe	492280	254279680
26	attention	558219	0
26	moe	492280	254279680
27	attention	278410	0
27	moe	492280	254279680
28	attention	558219	0
28	moe	492280	254279680
29	attention	558219	0
29	moe	492280	254279680
30	attention	558219	0
30	moe	492280	254279680
31	attention	278410	0
31	moe	492280	254279680
32	attention	558219	0
32	moe	492280	254279680
33	attention	558219	0
33	moe	492280	254279680
34	attention	558219	0
34	moe	492280	254279680
35	attention	278410	0
35	moe	492280	254279680
36	attention	558219	0
36	moe	492280	254279680
37	attention	558219	0
37	moe	492280	254279680
38	attention	558219	0
38	moe	492280	254279680
39	attention	278410	0
39	moe	492280	254279680
40	attention	558219	0
40	moe	492280	254279680
41	attention	558219	0
41	moe	492280	254279680
42	attention	558219	0
42	moe	492280	254279680
43	attention	278410	0
43	moe	492280	254279680
44	attention	558219	0
44	moe	492280	254279680
45	attention	558219	0
45	moe	492280	254279680
46	attention	558219	0
46	moe	492280	254279680
47	attention	278410	0
47	moe	492280	254279680
