layer_id	layer_name	comp_time	comm_size
0	attention	1024054	0
0	moe	726418	476774400
1	attention	1024054	0
1	moe	726418	476774400
2	attention	1024054	0
2	moe	726418	476774400
3	attention	506451	0
3	moe	726418	476774400
4	attention	1024054	0
4	moe	726418	476774400
5	attention	1024054	0
5	moe	726418	476774400
6	attention	1024054	0
6	moe	726418	476774400
7	attention	506451	0
7	moe	726418	476774400
8	attention	1024054	0
8	moe	726418	476774400
9	attention	1024054	0
9	moe	726418	476774400
10	attention	1024054	0
10	moe	726418	476774400
11	attention	506451	0
11	moe	726418	476774400
12	attention	1024054	0
12	moe	726418	476774400
13	attention	1024054	0
13	moe	726418	476774400
14	attention	1024054	0
14	moe	726418	476774400
15	attention	506451	0
15	moe	726418	476774400
16	attention	1024054	0
16	moe	726418	476774400
17	attention	1024054	0
17	moe	726418	476774400
18	attention	1024054	0
18	moe	726418	476774400
19	attention	506451	0
19	moe	726418	476774400
20	attention	1024054	0
20	moe	726418	476774400
21	attention	1024054	0
21	moe	726418	476774400
22	attention	1024054	0
22	moe	726418	476774400
23	attention	506451	0
23	moe	726418	476774400
24	attention	1024054	0
24	moe	726418	476774400
25	attention	1024054	0
25	moe	726418	476774400
26	attention	1024054	0
26	moe	726418	476774400
27	attention	506451	0
27	moe	726418	476774400
28	attention	1024054	0
28	moe	726418	476774400
29	attention	1024054	0
29	moe	726418	476774400
30	attention	1024054	0
30	moe	726418	476774400
31	attention	506451	0
31	moe	726418	476774400
32	attention	1024054	0
32	moe	726418	476774400
33	attention	1024054	0
33	moe	726418	476774400
34	attention	1024054	0
34	moe	726418	476774400
35	attention	506451	0
35	moe	726418	476774400
36	attention	1024054	0
36	moe	726418	476774400
37	attention	1024054	0
37	moe	726418	476774400
38	attention	1024054	0
38	moe	726418	476774400
39	attention	506451	0
39	moe	726418	476774400
40	attention	1024054	0
40	moe	726418	476774400
41	attention	1024054	0
41	moe	726418	476774400
42	attention	1024054	0
42	moe	726418	476774400
43	attention	506451	0
43	moe	726418	476774400
44	attention	1024054	0
44	moe	726418	476774400
45	attention	1024054	0
45	moe	726418	476774400
46	attention	1024054	0
46	moe	726418	476774400
47	attention	506451	0
47	moe	726418	476774400
