layer_id	layer_name	comp_time	comm_size
0	attention	626785	0
0	moe	468079	286064640
1	attention	626785	0
1	moe	468079	286064640
2	attention	626785	0
2	moe	468079	286064640
3	attention	311767	0
3	moe	468079	286064640
4	attention	626785	0
4	moe	468079	286064640
5	attention	626785	0
5	moe	468079	286064640
6	attention	626785	0
6	moe	468079	286064640
7	attention	311767	0
7	moe	468079	286064640
8	attention	626785	0
8	moe	468079	286064640
9	attention	626785	0
9	moe	468079	286064640
10	attention	626785	0
10	moe	468079	286064640
11	attention	311767	0
11	moe	468079	286064640
12	attention	626785	0
12	moe	468079	286064640
13	attention	626785	0
13	moe	468079	286064640
14	attention	626785	0
14	moe	468079	286064640
15	attention	311767	0
15	moe	468079	286064640
16	attention	626785	0
16	moe	468079	286064640
17	attention	626785	0
17	moe	468079	286064640
18	attention	626785	0
18	moe	468079	286064640
19	attention	311767	0
19	moe	468079	286064640
20	attention	626785	0
20	moe	468079	286064640
21	attention	626785	0
21	moe	468079	286064640
22	attention	626785	0
22	moe	468079	286064640
23	attention	311767	0
23	moe	468079	286064640
24	attention	626785	0
24	moe	468079	286064640
25	attention	626785	0
25	moe	468079	286064640
26	attention	626785	0
26	moe	468079	286064640
27	attention	311767	0
27	moe	468079	286064640
28	attention	626785	0
28	moe	468079	286064640
29	attention	626785	0
29	moe	468079	286064640
30	attention	626785	0
30	moe	468079	286064640
31	attention	311767	0
31	moe	468079	286064640
32	attention	626785	0
32	moe	468079	286064640
33	attention	626785	0
33	moe	468079	286064640
34	attention	626785	0
34	moe	468079	286064640
35	attention	311767	0
35	moe	468079	286064640
36	attention	626785	0
36	moe	468079	286064640
37	attention	626785	0
37	moe	468079	286064640
38	attention	626785	0
38	moe	468079	286064640
39	attention	311767	0
39	moe	468079	286064640
40	attention	626785	0
40	moe	468079	286064640
41	attention	626785	0
41	moe	468079	286064640
42	attention	626785	0
42	moe	468079	286064640
43	attention	311767	0
43	moe	468079	286064640
44	attention	626785	0
44	moe	468079	286064640
45	attention	626785	0
45	moe	468079	286064640
46	attention	626785	0
46	moe	468079	286064640
47	attention	311767	0
47	moe	468079	286064640
