layer_id	layer_name	comp_time	comm_size
0	attention	1293019	0
0	moe	940761	603914240
1	attention	1293019	0
1	moe	940761	603914240
2	attention	1293019	0
2	moe	940761	603914240
3	attention	627031	0
3	moe	940761	603914240
4	attention	1293019	0
4	moe	940761	603914240
5	attention	1293019	0
5	moe	940761	603914240
6	attention	1293019	0
6	moe	940761	603914240
7	attention	627031	0
7	moe	940761	603914240
8	attention	1293019	0
8	moe	940761	603914240
9	attention	1293019	0
9	moe	940761	603914240
10	attention	1293019	0
10	moe	940761	603914240
11	attention	627031	0
11	moe	940761	603914240
12	attention	1293019	0
12	moe	940761	603914240
13	attention	1293019	0
13	moe	940761	603914240
14	attention	1293019	0
14	moe	940761	603914240
15	attention	627031	0
15	moe	940761	603914240
16	attention	1293019	0
16	moe	940761	603914240
17	attention	1293019	0
17	moe	940761	603914240
18	attention	1293019	0
18	moe	940761	603914240
19	attention	627031	0
19	moe	940761	603914240
20	attention	1293019	0
20	moe	940761	603914240
21	attention	1293019	0
21	moe	940761	603914240
22	attention	1293019	0
22	moe	940761	603914240
23	attention	627031	0
23	moe	940761	603914240
24	attention	1293019	0
24	moe	940761	603914240
25	attention	1293019	0
25	moe	940761	603914240
26	attention	1293019	0
26	moe	940761	603914240
27	attention	627031	0
27	moe	940761	603914240
28	attention	1293019	0
28	moe	940761	603914240
29	attention	1293019	0
29	moe	940761	603914240
30	attention	1293019	0
30	moe	940761	603914240
31	attention	627031	0
31	moe	940761	603914240
32	attention	1293019	0
32	moe	940761	603914240
33	attention	1293019	0
33	moe	940761	603914240
34	attention	1293019	0
34	moe	940761	603914240
35	attention	627031	0
35	moe	940761	603914240
36	attention	1293019	0
36	moe	940761	603914240
37	attention	1293019	0
37	moe	940761	603914240
38	attention	1293019	0
38	moe	940761	603914240
39	attention	627031	0
39	moe	940761	603914240
40	attention	1293019	0
40	moe	940761	603914240
41	attention	1293019	0
41	moe	940761	603914240
42	attention	1293019	0
42	moe	940761	603914240
43	attention	627031	0
43	moe	940761	603914240
44	attention	1293019	0
44	moe	940761	603914240
45	attention	1293019	0
45	moe	940761	603914240
46	attention	1293019	0
46	moe	940761	603914240
47	attention	627031	0
47	moe	940761	603914240
